"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","LTINT","TOT","PC_PA","M","2008-09",5.99,
"KOR","LTINT","TOT","PC_PA","M","2008-10",5.53,
"KOR","LTINT","TOT","PC_PA","M","2008-11",5.73,
"KOR","LTINT","TOT","PC_PA","M","2008-12",4.87,
"KOR","LTINT","TOT","PC_PA","M","2009-01",4.42,
"KOR","LTINT","TOT","PC_PA","M","2009-02",5.24,
"KOR","LTINT","TOT","PC_PA","M","2009-03",4.97,
"KOR","LTINT","TOT","PC_PA","M","2009-04",4.9,
"KOR","LTINT","TOT","PC_PA","M","2009-05",5.05,
"KOR","LTINT","TOT","PC_PA","M","2009-06",5.26,
"KOR","LTINT","TOT","PC_PA","M","2009-07",5.18,
"KOR","LTINT","TOT","PC_PA","M","2009-08",5.44,
"KOR","LTINT","TOT","PC_PA","M","2009-09",5.38,
"KOR","LTINT","TOT","PC_PA","M","2009-10",5.45,
"KOR","LTINT","TOT","PC_PA","M","2009-11",5.39,
"KOR","LTINT","TOT","PC_PA","M","2009-12",5.31,
"KOR","LTINT","TOT","PC_PA","M","2010-01",5.35,
"KOR","LTINT","TOT","PC_PA","M","2010-02",5.3,
"KOR","LTINT","TOT","PC_PA","M","2010-03",4.92,
"KOR","LTINT","TOT","PC_PA","M","2010-04",4.91,
"KOR","LTINT","TOT","PC_PA","M","2010-05",4.95,
"KOR","LTINT","TOT","PC_PA","M","2010-06",4.93,
"KOR","LTINT","TOT","PC_PA","M","2010-07",4.91,
"KOR","LTINT","TOT","PC_PA","M","2010-08",4.68,
"KOR","LTINT","TOT","PC_PA","M","2010-09",4.28,
"KOR","LTINT","TOT","PC_PA","M","2010-10",4.11,
"KOR","LTINT","TOT","PC_PA","M","2010-11",4.48,
"KOR","LTINT","TOT","PC_PA","M","2010-12",4.46,
"KOR","LTINT","TOT","PC_PA","M","2011-01",4.69,
"KOR","LTINT","TOT","PC_PA","M","2011-02",4.76,
"KOR","LTINT","TOT","PC_PA","M","2011-03",4.51,
"KOR","LTINT","TOT","PC_PA","M","2011-04",4.48,
"KOR","LTINT","TOT","PC_PA","M","2011-05",4.34,
"KOR","LTINT","TOT","PC_PA","M","2011-06",4.24,
"KOR","LTINT","TOT","PC_PA","M","2011-07",4.23,
"KOR","LTINT","TOT","PC_PA","M","2011-08",3.96,
"KOR","LTINT","TOT","PC_PA","M","2011-09",3.75,
"KOR","LTINT","TOT","PC_PA","M","2011-10",3.86,
"KOR","LTINT","TOT","PC_PA","M","2011-11",3.8,
"KOR","LTINT","TOT","PC_PA","M","2011-12",3.81,
"KOR","LTINT","TOT","PC_PA","M","2012-01",3.8,
"KOR","LTINT","TOT","PC_PA","M","2012-02",3.81,
"KOR","LTINT","TOT","PC_PA","M","2012-03",3.95,
"KOR","LTINT","TOT","PC_PA","M","2012-04",3.9,
"KOR","LTINT","TOT","PC_PA","M","2012-05",3.75,
"KOR","LTINT","TOT","PC_PA","M","2012-06",3.63,
"KOR","LTINT","TOT","PC_PA","M","2012-07",3.3,
"KOR","LTINT","TOT","PC_PA","M","2012-08",3.09,
"KOR","LTINT","TOT","PC_PA","M","2012-09",3.05,
"KOR","LTINT","TOT","PC_PA","M","2012-10",2.97,
"KOR","LTINT","TOT","PC_PA","M","2012-11",2.99,
"KOR","LTINT","TOT","PC_PA","M","2012-12",3.13,
"KOR","LTINT","TOT","PC_PA","M","2013-01",3.05,
"KOR","LTINT","TOT","PC_PA","M","2013-02",3.04,
"KOR","LTINT","TOT","PC_PA","M","2013-03",2.91,
"KOR","LTINT","TOT","PC_PA","M","2013-04",2.84,
"KOR","LTINT","TOT","PC_PA","M","2013-05",2.9,
"KOR","LTINT","TOT","PC_PA","M","2013-06",3.31,
"KOR","LTINT","TOT","PC_PA","M","2013-07",3.47,
"KOR","LTINT","TOT","PC_PA","M","2013-08",3.61,
"KOR","LTINT","TOT","PC_PA","M","2013-09",3.53,
"KOR","LTINT","TOT","PC_PA","M","2013-10",3.44,
"KOR","LTINT","TOT","PC_PA","M","2013-11",3.584,
"KOR","LTINT","TOT","PC_PA","M","2013-12",3.653,
"KOR","LTINT","TOT","PC_PA","M","2014-01",3.647,
"KOR","LTINT","TOT","PC_PA","M","2014-02",3.522,
"KOR","LTINT","TOT","PC_PA","M","2014-03",3.543,
"KOR","LTINT","TOT","PC_PA","M","2014-04",3.54,
"KOR","LTINT","TOT","PC_PA","M","2014-05",3.402,
"KOR","LTINT","TOT","PC_PA","M","2014-06",3.286,
"KOR","LTINT","TOT","PC_PA","M","2014-07",3.056,
"KOR","LTINT","TOT","PC_PA","M","2014-08",3.086,
"KOR","LTINT","TOT","PC_PA","M","2014-09",3.012,
"KOR","LTINT","TOT","PC_PA","M","2014-10",2.769,
"KOR","LTINT","TOT","PC_PA","M","2014-11",2.692,
"KOR","LTINT","TOT","PC_PA","M","2014-12",2.681,
"KOR","LTINT","TOT","PC_PA","M","2015-01",2.415,
"KOR","LTINT","TOT","PC_PA","M","2015-02",2.346,
"KOR","LTINT","TOT","PC_PA","M","2015-03",2.276,
"KOR","LTINT","TOT","PC_PA","M","2015-04",2.177,
"KOR","LTINT","TOT","PC_PA","M","2015-05",2.49,
"KOR","LTINT","TOT","PC_PA","M","2015-06",2.468,
"KOR","LTINT","TOT","PC_PA","M","2015-07",2.45,
"KOR","LTINT","TOT","PC_PA","M","2015-08",2.308,
"KOR","LTINT","TOT","PC_PA","M","2015-09",2.216,
"KOR","LTINT","TOT","PC_PA","M","2015-10",2.088,
"KOR","LTINT","TOT","PC_PA","M","2015-11",2.254,
"KOR","LTINT","TOT","PC_PA","M","2015-12",2.181,
"KOR","LTINT","TOT","PC_PA","M","2016-01",2.025,
"KOR","LTINT","TOT","PC_PA","M","2016-02",1.826,
"KOR","LTINT","TOT","PC_PA","M","2016-03",1.854,
"KOR","LTINT","TOT","PC_PA","M","2016-04",1.81,
"KOR","LTINT","TOT","PC_PA","M","2016-05",1.787,
"KOR","LTINT","TOT","PC_PA","M","2016-06",1.617,
"KOR","LTINT","TOT","PC_PA","M","2016-07",1.401,
"KOR","LTINT","TOT","PC_PA","M","2016-08",1.417,
"KOR","LTINT","TOT","PC_PA","M","2016-09",1.512,
"KOR","LTINT","TOT","PC_PA","M","2016-10",1.596,
"KOR","LTINT","TOT","PC_PA","M","2016-11",1.965,
"KOR","LTINT","TOT","PC_PA","M","2016-12",2.159,
"KOR","LTINT","TOT","PC_PA","M","2017-01",2.111,
"KOR","LTINT","TOT","PC_PA","M","2017-02",2.163,
"KOR","LTINT","TOT","PC_PA","M","2017-03",2.221,
"KOR","LTINT","TOT","PC_PA","M","2017-04",2.182,
"KOR","LTINT","TOT","PC_PA","M","2017-05",2.257,
"KOR","LTINT","TOT","PC_PA","M","2017-06",2.165,
"KOR","LTINT","TOT","PC_PA","M","2017-07",2.252,
"KOR","LTINT","TOT","PC_PA","M","2017-08",2.287,
"KOR","LTINT","TOT","PC_PA","M","2017-09",2.286,
"KOR","LTINT","TOT","PC_PA","M","2017-10",2.455,
"KOR","LTINT","TOT","PC_PA","M","2017-11",2.54,
"KOR","LTINT","TOT","PC_PA","M","2017-12",2.472,
"KOR","LTINT","TOT","PC_PA","M","2018-01",2.626,
"KOR","LTINT","TOT","PC_PA","M","2018-02",2.77,
"KOR","LTINT","TOT","PC_PA","M","2018-03",2.708,
"KOR","LTINT","TOT","PC_PA","M","2018-04",2.655,
"KOR","LTINT","TOT","PC_PA","M","2018-05",2.757,
"KOR","LTINT","TOT","PC_PA","M","2018-06",2.656,
"KOR","LTINT","TOT","PC_PA","M","2018-07",2.549,
"KOR","LTINT","TOT","PC_PA","M","2018-08",2.458,
"KOR","LTINT","TOT","PC_PA","M","2018-09",2.315,
"KOR","LTINT","TOT","PC_PA","M","2018-10",2.338,
"KOR","LTINT","TOT","PC_PA","M","2018-11",2.209,
"KOR","LTINT","TOT","PC_PA","M","2018-12",1.992,
"KOR","LTINT","TOT","PC_PA","M","2019-01",1.991,
"KOR","LTINT","TOT","PC_PA","M","2019-02",1.988,
"KOR","LTINT","TOT","PC_PA","M","2019-03",1.953,
"KOR","LTINT","TOT","PC_PA","M","2019-04",1.889,
"KOR","LTINT","TOT","PC_PA","M","2019-05",1.828,
"KOR","LTINT","TOT","PC_PA","M","2019-06",1.618,
"KOR","LTINT","TOT","PC_PA","M","2019-07",1.506,
"KOR","LTINT","TOT","PC_PA","M","2019-08",1.254,
"KOR","LTINT","TOT","PC_PA","M","2019-09",1.42,
"KOR","LTINT","TOT","PC_PA","M","2019-10",1.577,
"KOR","LTINT","TOT","PC_PA","M","2019-11",1.75,
"KOR","LTINT","TOT","PC_PA","M","2019-12",1.653,
"KOR","LTINT","TOT","PC_PA","M","2020-01",1.656,
"NOR","LTINT","TOT","PC_PA","M","2007-01",4.39,
"NOR","LTINT","TOT","PC_PA","M","2007-02",4.52,
"NOR","LTINT","TOT","PC_PA","M","2007-03",4.45,
"NOR","LTINT","TOT","PC_PA","M","2007-04",4.71,
"NOR","LTINT","TOT","PC_PA","M","2007-05",4.88,
"NOR","LTINT","TOT","PC_PA","M","2007-06",5.19,
"NOR","LTINT","TOT","PC_PA","M","2007-07",5.1,
"NOR","LTINT","TOT","PC_PA","M","2007-08",4.91,
"NOR","LTINT","TOT","PC_PA","M","2007-09",4.81,
"NOR","LTINT","TOT","PC_PA","M","2007-10",4.91,
"NOR","LTINT","TOT","PC_PA","M","2007-11",4.76,
"NOR","LTINT","TOT","PC_PA","M","2007-12",4.66,
"NOR","LTINT","TOT","PC_PA","M","2008-01",4.52,
"NOR","LTINT","TOT","PC_PA","M","2008-02",4.39,
"NOR","LTINT","TOT","PC_PA","M","2008-03",4.28,
"NOR","LTINT","TOT","PC_PA","M","2008-04",4.5,
"NOR","LTINT","TOT","PC_PA","M","2008-05",4.63,
"NOR","LTINT","TOT","PC_PA","M","2008-06",4.94,
"NOR","LTINT","TOT","PC_PA","M","2008-07",4.94,
"NOR","LTINT","TOT","PC_PA","M","2008-08",4.69,
"NOR","LTINT","TOT","PC_PA","M","2008-09",4.49,
"NOR","LTINT","TOT","PC_PA","M","2008-10",4.17,
"NOR","LTINT","TOT","PC_PA","M","2008-11",4.18,
"NOR","LTINT","TOT","PC_PA","M","2008-12",3.77,
"NOR","LTINT","TOT","PC_PA","M","2009-01",3.69,
"NOR","LTINT","TOT","PC_PA","M","2009-02",3.75,
"NOR","LTINT","TOT","PC_PA","M","2009-03",3.81,
"NOR","LTINT","TOT","PC_PA","M","2009-04",3.9,
"NOR","LTINT","TOT","PC_PA","M","2009-05",4.12,
"NOR","LTINT","TOT","PC_PA","M","2009-06",4.23,
"NOR","LTINT","TOT","PC_PA","M","2009-07",4.05,
"NOR","LTINT","TOT","PC_PA","M","2009-08",4.17,
"NOR","LTINT","TOT","PC_PA","M","2009-09",4.17,
"NOR","LTINT","TOT","PC_PA","M","2009-10",4.07,
"NOR","LTINT","TOT","PC_PA","M","2009-11",4.04,
"NOR","LTINT","TOT","PC_PA","M","2009-12",3.98,
"NOR","LTINT","TOT","PC_PA","M","2010-01",4.08,
"NOR","LTINT","TOT","PC_PA","M","2010-02",3.87,
"NOR","LTINT","TOT","PC_PA","M","2010-03",3.85,
"NOR","LTINT","TOT","PC_PA","M","2010-04",3.84,
"NOR","LTINT","TOT","PC_PA","M","2010-05",3.46,
"NOR","LTINT","TOT","PC_PA","M","2010-06",3.36,
"NOR","LTINT","TOT","PC_PA","M","2010-07",3.33,
"NOR","LTINT","TOT","PC_PA","M","2010-08",3.12,
"NOR","LTINT","TOT","PC_PA","M","2010-09",3.3,
"NOR","LTINT","TOT","PC_PA","M","2010-10",3.24,
"NOR","LTINT","TOT","PC_PA","M","2010-11",3.28,
"NOR","LTINT","TOT","PC_PA","M","2010-12",3.61,
"NOR","LTINT","TOT","PC_PA","M","2011-01",3.75,
"NOR","LTINT","TOT","PC_PA","M","2011-02",3.81,
"NOR","LTINT","TOT","PC_PA","M","2011-03",3.77,
"NOR","LTINT","TOT","PC_PA","M","2011-04",3.79,
"NOR","LTINT","TOT","PC_PA","M","2011-05",3.48,
"NOR","LTINT","TOT","PC_PA","M","2011-06",3.36,
"NOR","LTINT","TOT","PC_PA","M","2011-07",3.24,
"NOR","LTINT","TOT","PC_PA","M","2011-08",2.6,
"NOR","LTINT","TOT","PC_PA","M","2011-09",2.36,
"NOR","LTINT","TOT","PC_PA","M","2011-10",2.59,
"NOR","LTINT","TOT","PC_PA","M","2011-11",2.49,
"NOR","LTINT","TOT","PC_PA","M","2011-12",2.38,
"NOR","LTINT","TOT","PC_PA","M","2012-01",2.22,
"NOR","LTINT","TOT","PC_PA","M","2012-02",2.4,
"NOR","LTINT","TOT","PC_PA","M","2012-03",2.48,
"NOR","LTINT","TOT","PC_PA","M","2012-04",2.34,
"NOR","LTINT","TOT","PC_PA","M","2012-05",2.05,
"NOR","LTINT","TOT","PC_PA","M","2012-06",1.94,
"NOR","LTINT","TOT","PC_PA","M","2012-07",1.73,
"NOR","LTINT","TOT","PC_PA","M","2012-08",1.92,
"NOR","LTINT","TOT","PC_PA","M","2012-09",2.07,
"NOR","LTINT","TOT","PC_PA","M","2012-10",1.98,
"NOR","LTINT","TOT","PC_PA","M","2012-11",2.01,
"NOR","LTINT","TOT","PC_PA","M","2012-12",2.08,
"NOR","LTINT","TOT","PC_PA","M","2013-01",2.31,
"NOR","LTINT","TOT","PC_PA","M","2013-02",2.49,
"NOR","LTINT","TOT","PC_PA","M","2013-03",2.24,
"NOR","LTINT","TOT","PC_PA","M","2013-04",2.07,
"NOR","LTINT","TOT","PC_PA","M","2013-05",2.1,
"NOR","LTINT","TOT","PC_PA","M","2013-06",2.4,
"NOR","LTINT","TOT","PC_PA","M","2013-07",2.61,
"NOR","LTINT","TOT","PC_PA","M","2013-08",2.84,
"NOR","LTINT","TOT","PC_PA","M","2013-09",3.12,
"NOR","LTINT","TOT","PC_PA","M","2013-10",2.95,
"NOR","LTINT","TOT","PC_PA","M","2013-11",2.86,
"NOR","LTINT","TOT","PC_PA","M","2013-12",2.94,
"NOR","LTINT","TOT","PC_PA","M","2014-01",2.95,
"NOR","LTINT","TOT","PC_PA","M","2014-02",2.85,
"NOR","LTINT","TOT","PC_PA","M","2014-03",2.94,
"NOR","LTINT","TOT","PC_PA","M","2014-04",2.88,
"NOR","LTINT","TOT","PC_PA","M","2014-05",2.73,
"NOR","LTINT","TOT","PC_PA","M","2014-06",2.61,
"NOR","LTINT","TOT","PC_PA","M","2014-07",2.43,
"NOR","LTINT","TOT","PC_PA","M","2014-08",2.36,
"NOR","LTINT","TOT","PC_PA","M","2014-09",2.4,
"NOR","LTINT","TOT","PC_PA","M","2014-10",2.21,
"NOR","LTINT","TOT","PC_PA","M","2014-11",2.05,
"NOR","LTINT","TOT","PC_PA","M","2014-12",1.77,
"NOR","LTINT","TOT","PC_PA","M","2015-01",1.45,
"NOR","LTINT","TOT","PC_PA","M","2015-02",1.39,
"NOR","LTINT","TOT","PC_PA","M","2015-03",1.54,
"NOR","LTINT","TOT","PC_PA","M","2015-04",1.44,
"NOR","LTINT","TOT","PC_PA","M","2015-05",1.65,
"NOR","LTINT","TOT","PC_PA","M","2015-06",1.77,
"NOR","LTINT","TOT","PC_PA","M","2015-07",1.7,
"NOR","LTINT","TOT","PC_PA","M","2015-08",1.49,
"NOR","LTINT","TOT","PC_PA","M","2015-09",1.6,
"NOR","LTINT","TOT","PC_PA","M","2015-10",1.57,
"NOR","LTINT","TOT","PC_PA","M","2015-11",1.63,
"NOR","LTINT","TOT","PC_PA","M","2015-12",1.55,
"NOR","LTINT","TOT","PC_PA","M","2016-01",1.45,
"NOR","LTINT","TOT","PC_PA","M","2016-02",1.39,
"NOR","LTINT","TOT","PC_PA","M","2016-03",1.33,
"NOR","LTINT","TOT","PC_PA","M","2016-04",1.3,
"NOR","LTINT","TOT","PC_PA","M","2016-05",1.4,
"NOR","LTINT","TOT","PC_PA","M","2016-06",1.17,
"NOR","LTINT","TOT","PC_PA","M","2016-07",0.96,
"NOR","LTINT","TOT","PC_PA","M","2016-08",1.07,
"NOR","LTINT","TOT","PC_PA","M","2016-09",1.23,
"NOR","LTINT","TOT","PC_PA","M","2016-10",1.34,
"NOR","LTINT","TOT","PC_PA","M","2016-11",1.58,
"NOR","LTINT","TOT","PC_PA","M","2016-12",1.76,
"NOR","LTINT","TOT","PC_PA","M","2017-01",1.69,
"NOR","LTINT","TOT","PC_PA","M","2017-02",1.74,
"NOR","LTINT","TOT","PC_PA","M","2017-03",1.77,
"NOR","LTINT","TOT","PC_PA","M","2017-04",1.61,
"NOR","LTINT","TOT","PC_PA","M","2017-05",1.59,
"NOR","LTINT","TOT","PC_PA","M","2017-06",1.53,
"NOR","LTINT","TOT","PC_PA","M","2017-07",1.69,
"NOR","LTINT","TOT","PC_PA","M","2017-08",1.62,
"NOR","LTINT","TOT","PC_PA","M","2017-09",1.59,
"NOR","LTINT","TOT","PC_PA","M","2017-10",1.66,
"NOR","LTINT","TOT","PC_PA","M","2017-11",1.59,
"NOR","LTINT","TOT","PC_PA","M","2017-12",1.57,
"NOR","LTINT","TOT","PC_PA","M","2018-01",1.74,
"NOR","LTINT","TOT","PC_PA","M","2018-02",1.98,
"NOR","LTINT","TOT","PC_PA","M","2018-03",1.99,
"NOR","LTINT","TOT","PC_PA","M","2018-04",1.93,
"NOR","LTINT","TOT","PC_PA","M","2018-05",1.89,
"NOR","LTINT","TOT","PC_PA","M","2018-06",1.82,
"NOR","LTINT","TOT","PC_PA","M","2018-07",1.76,
"NOR","LTINT","TOT","PC_PA","M","2018-08",1.77,
"NOR","LTINT","TOT","PC_PA","M","2018-09",1.9,
"NOR","LTINT","TOT","PC_PA","M","2018-10",2,
"NOR","LTINT","TOT","PC_PA","M","2018-11",1.94,
"NOR","LTINT","TOT","PC_PA","M","2018-12",1.83,
"NOR","LTINT","TOT","PC_PA","M","2019-01",1.78,
"NOR","LTINT","TOT","PC_PA","M","2019-02",1.71,
"NOR","LTINT","TOT","PC_PA","M","2019-03",1.66,
"NOR","LTINT","TOT","PC_PA","M","2019-04",1.71,
"NOR","LTINT","TOT","PC_PA","M","2019-05",1.66,
"NOR","LTINT","TOT","PC_PA","M","2019-06",1.43,
"NOR","LTINT","TOT","PC_PA","M","2019-07",1.44,
"NOR","LTINT","TOT","PC_PA","M","2019-08",1.15,
"NOR","LTINT","TOT","PC_PA","M","2019-09",1.21,
"NOR","LTINT","TOT","PC_PA","M","2019-10",1.26,
"NOR","LTINT","TOT","PC_PA","M","2019-11",1.45,
"NOR","LTINT","TOT","PC_PA","M","2019-12",1.47,
"NOR","LTINT","TOT","PC_PA","M","2020-01",1.39,
"GRC","LTINT","TOT","PC_PA","M","2007-01",4.28,
"GRC","LTINT","TOT","PC_PA","M","2007-02",4.3,
"GRC","LTINT","TOT","PC_PA","M","2007-03",4.2,
"GRC","LTINT","TOT","PC_PA","M","2007-04",4.4,
"GRC","LTINT","TOT","PC_PA","M","2007-05",4.51,
"GRC","LTINT","TOT","PC_PA","M","2007-06",4.8,
"GRC","LTINT","TOT","PC_PA","M","2007-07",4.79,
"GRC","LTINT","TOT","PC_PA","M","2007-08",4.62,
"GRC","LTINT","TOT","PC_PA","M","2007-09",4.56,
"GRC","LTINT","TOT","PC_PA","M","2007-10",4.58,
"GRC","LTINT","TOT","PC_PA","M","2007-11",4.43,
"GRC","LTINT","TOT","PC_PA","M","2007-12",4.53,
"GRC","LTINT","TOT","PC_PA","M","2008-01",4.4,
"GRC","LTINT","TOT","PC_PA","M","2008-02",4.36,
"GRC","LTINT","TOT","PC_PA","M","2008-03",4.42,
"GRC","LTINT","TOT","PC_PA","M","2008-04",4.54,
"GRC","LTINT","TOT","PC_PA","M","2008-05",4.74,
"GRC","LTINT","TOT","PC_PA","M","2008-06",5.17,
"GRC","LTINT","TOT","PC_PA","M","2008-07",5.15,
"GRC","LTINT","TOT","PC_PA","M","2008-08",4.87,
"GRC","LTINT","TOT","PC_PA","M","2008-09",4.88,
"GRC","LTINT","TOT","PC_PA","M","2008-10",4.93,
"GRC","LTINT","TOT","PC_PA","M","2008-11",5.09,
"GRC","LTINT","TOT","PC_PA","M","2008-12",5.08,
"GRC","LTINT","TOT","PC_PA","M","2009-01",5.6,
"GRC","LTINT","TOT","PC_PA","M","2009-02",5.7,
"GRC","LTINT","TOT","PC_PA","M","2009-03",5.87,
"GRC","LTINT","TOT","PC_PA","M","2009-04",5.5,
"GRC","LTINT","TOT","PC_PA","M","2009-05",5.22,
"GRC","LTINT","TOT","PC_PA","M","2009-06",5.33,
"GRC","LTINT","TOT","PC_PA","M","2009-07",4.89,
"GRC","LTINT","TOT","PC_PA","M","2009-08",4.52,
"GRC","LTINT","TOT","PC_PA","M","2009-09",4.56,
"GRC","LTINT","TOT","PC_PA","M","2009-10",4.57,
"GRC","LTINT","TOT","PC_PA","M","2009-11",4.84,
"GRC","LTINT","TOT","PC_PA","M","2009-12",5.49,
"GRC","LTINT","TOT","PC_PA","M","2010-01",6.02,
"GRC","LTINT","TOT","PC_PA","M","2010-02",6.46,
"GRC","LTINT","TOT","PC_PA","M","2010-03",6.24,
"GRC","LTINT","TOT","PC_PA","M","2010-04",7.83,
"GRC","LTINT","TOT","PC_PA","M","2010-05",7.97,
"GRC","LTINT","TOT","PC_PA","M","2010-06",9.1,
"GRC","LTINT","TOT","PC_PA","M","2010-07",10.34,
"GRC","LTINT","TOT","PC_PA","M","2010-08",10.7,
"GRC","LTINT","TOT","PC_PA","M","2010-09",11.34,
"GRC","LTINT","TOT","PC_PA","M","2010-10",9.57,
"GRC","LTINT","TOT","PC_PA","M","2010-11",11.52,
"GRC","LTINT","TOT","PC_PA","M","2010-12",12.01,
"GRC","LTINT","TOT","PC_PA","M","2011-01",11.73,
"GRC","LTINT","TOT","PC_PA","M","2011-02",11.4,
"GRC","LTINT","TOT","PC_PA","M","2011-03",12.44,
"GRC","LTINT","TOT","PC_PA","M","2011-04",13.86,
"GRC","LTINT","TOT","PC_PA","M","2011-05",15.94,
"GRC","LTINT","TOT","PC_PA","M","2011-06",16.69,
"GRC","LTINT","TOT","PC_PA","M","2011-07",16.15,
"GRC","LTINT","TOT","PC_PA","M","2011-08",15.9,
"GRC","LTINT","TOT","PC_PA","M","2011-09",17.78,
"GRC","LTINT","TOT","PC_PA","M","2011-10",18.04,
"GRC","LTINT","TOT","PC_PA","M","2011-11",17.92,
"GRC","LTINT","TOT","PC_PA","M","2011-12",21.14,
"GRC","LTINT","TOT","PC_PA","M","2012-01",25.91,
"GRC","LTINT","TOT","PC_PA","M","2012-02",29.24,
"GRC","LTINT","TOT","PC_PA","M","2012-03",19.06,
"GRC","LTINT","TOT","PC_PA","M","2012-04",21.48,
"GRC","LTINT","TOT","PC_PA","M","2012-05",26.9,
"GRC","LTINT","TOT","PC_PA","M","2012-06",27.82,
"GRC","LTINT","TOT","PC_PA","M","2012-07",25.82,
"GRC","LTINT","TOT","PC_PA","M","2012-08",24.34,
"GRC","LTINT","TOT","PC_PA","M","2012-09",20.91,
"GRC","LTINT","TOT","PC_PA","M","2012-10",17.96,
"GRC","LTINT","TOT","PC_PA","M","2012-11",17.2,
"GRC","LTINT","TOT","PC_PA","M","2012-12",13.33,
"GRC","LTINT","TOT","PC_PA","M","2013-01",11.1,
"GRC","LTINT","TOT","PC_PA","M","2013-02",10.95,
"GRC","LTINT","TOT","PC_PA","M","2013-03",11.38,
"GRC","LTINT","TOT","PC_PA","M","2013-04",11.58,
"GRC","LTINT","TOT","PC_PA","M","2013-05",9.07,
"GRC","LTINT","TOT","PC_PA","M","2013-06",10.07,
"GRC","LTINT","TOT","PC_PA","M","2013-07",10.53,
"GRC","LTINT","TOT","PC_PA","M","2013-08",10.01,
"GRC","LTINT","TOT","PC_PA","M","2013-09",10.15,
"GRC","LTINT","TOT","PC_PA","M","2013-10",8.74,
"GRC","LTINT","TOT","PC_PA","M","2013-11",8.41,
"GRC","LTINT","TOT","PC_PA","M","2013-12",8.66,
"GRC","LTINT","TOT","PC_PA","M","2014-01",8.18,
"GRC","LTINT","TOT","PC_PA","M","2014-02",7.7,
"GRC","LTINT","TOT","PC_PA","M","2014-03",6.9,
"GRC","LTINT","TOT","PC_PA","M","2014-04",6.2,
"GRC","LTINT","TOT","PC_PA","M","2014-05",6.38,
"GRC","LTINT","TOT","PC_PA","M","2014-06",5.93,
"GRC","LTINT","TOT","PC_PA","M","2014-07",6.1,
"GRC","LTINT","TOT","PC_PA","M","2014-08",6.09,
"GRC","LTINT","TOT","PC_PA","M","2014-09",5.89,
"GRC","LTINT","TOT","PC_PA","M","2014-10",7.26,
"GRC","LTINT","TOT","PC_PA","M","2014-11",8.1,
"GRC","LTINT","TOT","PC_PA","M","2014-12",8.42,
"GRC","LTINT","TOT","PC_PA","M","2015-01",9.48,
"GRC","LTINT","TOT","PC_PA","M","2015-02",9.72,
"GRC","LTINT","TOT","PC_PA","M","2015-03",10.52,
"GRC","LTINT","TOT","PC_PA","M","2015-04",12,
"GRC","LTINT","TOT","PC_PA","M","2015-05",10.95,
"GRC","LTINT","TOT","PC_PA","M","2015-06",11.43,
"GRC","LTINT","TOT","PC_PA","M","2015-08",10.26,
"GRC","LTINT","TOT","PC_PA","M","2015-09",8.54,
"GRC","LTINT","TOT","PC_PA","M","2015-10",7.81,
"GRC","LTINT","TOT","PC_PA","M","2015-11",7.41,
"GRC","LTINT","TOT","PC_PA","M","2015-12",8.21,
"GRC","LTINT","TOT","PC_PA","M","2016-01",9.08,
"GRC","LTINT","TOT","PC_PA","M","2016-02",10.41,
"GRC","LTINT","TOT","PC_PA","M","2016-03",9.12,
"GRC","LTINT","TOT","PC_PA","M","2016-04",9.03,
"GRC","LTINT","TOT","PC_PA","M","2016-05",7.64,
"GRC","LTINT","TOT","PC_PA","M","2016-06",7.92,
"GRC","LTINT","TOT","PC_PA","M","2016-07",7.99,
"GRC","LTINT","TOT","PC_PA","M","2016-08",8.19,
"GRC","LTINT","TOT","PC_PA","M","2016-09",8.34,
"GRC","LTINT","TOT","PC_PA","M","2016-10",8.33,
"GRC","LTINT","TOT","PC_PA","M","2016-11",7.33,
"GRC","LTINT","TOT","PC_PA","M","2016-12",6.94,
"GRC","LTINT","TOT","PC_PA","M","2017-01",7.04,
"GRC","LTINT","TOT","PC_PA","M","2017-02",7.52,
"GRC","LTINT","TOT","PC_PA","M","2017-03",7.17,
"GRC","LTINT","TOT","PC_PA","M","2017-04",6.7,
"GRC","LTINT","TOT","PC_PA","M","2017-05",5.86,
"GRC","LTINT","TOT","PC_PA","M","2017-06",5.76,
"GRC","LTINT","TOT","PC_PA","M","2017-07",5.33,
"GRC","LTINT","TOT","PC_PA","M","2017-08",5.55,
"GRC","LTINT","TOT","PC_PA","M","2017-09",5.56,
"GRC","LTINT","TOT","PC_PA","M","2017-10",5.59,
"GRC","LTINT","TOT","PC_PA","M","2017-11",5.22,
"GRC","LTINT","TOT","PC_PA","M","2017-12",4.44,
"GRC","LTINT","TOT","PC_PA","M","2018-01",3.79,
"GRC","LTINT","TOT","PC_PA","M","2018-02",4.14,
"GRC","LTINT","TOT","PC_PA","M","2018-03",4.27,
"GRC","LTINT","TOT","PC_PA","M","2018-04",4.04,
"GRC","LTINT","TOT","PC_PA","M","2018-05",4.29,
"GRC","LTINT","TOT","PC_PA","M","2018-06",4.39,
"GRC","LTINT","TOT","PC_PA","M","2018-07",3.88,
"GRC","LTINT","TOT","PC_PA","M","2018-08",4.18,
"GRC","LTINT","TOT","PC_PA","M","2018-09",4.17,
"GRC","LTINT","TOT","PC_PA","M","2018-10",4.37,
"GRC","LTINT","TOT","PC_PA","M","2018-11",4.42,
